source_file,user_id,date,time,datetime,direction,contact,phone,type,transaction_type,amount,currency,content,status
Messages with MobileMoney 2026-03-21 195936 (messages from 08-08-2025 to 21-03-2026).csv,msg_2026-03-21_195936,2025-10-14,04:09:17,2025-10-14 04:09:17,received,MobileMoney,MobileMoney,SMS,payment,300.0,XAF,"A transaction of 300 XAF by INTOUCH  (237653582779) on your mobile money account successfully completed at 2025-10-14 04:09:14. The amount was subject to a discount of 0 and coupons worth 0. Message from debit receiver: Un paiement de 300 XAF a ete effectue via BETPAWA sur le numero 683063436. Your new balance:163 XAF. Fee was 7 XAF, loyalty fee was 0 and loyalty reward was 0. Financial Transaction Id: 14318729574. External Transaction Id: 1760411347568. School scholarships for a stress-free back-to-school with MoMo ! Make payments of minimum 5,237 F and stand a chance to win up to 100,000 F each week. More info at 8787 or on WhatsApp: 650 528 787.",success
Messages with MobileMoney 2026-03-21 195936 (messages from 08-08-2025 to 21-03-2026).csv,msg_2026-03-21_195936,2025-10-26,18:40:50,2025-10-26 18:40:50,received,MobileMoney,MobileMoney,SMS,receive,1000.0,XAF,"You have received 1000 XAF of n a Samba Lucian Mufih (237683493322 N A SAMBA LUCIAN MUFIH) on your Mobile Money 2025-10-26 12:02:31 account. Message from the sender: . Your new balance is 1009 XAF. Fee Paid: 0 XAF. Transaction ID: 14467229098. Save Big with 1 per cent on cash out fees + Zero fees on transfers. Plus, a chance to win 250F. Go To https://bit.ly/NewMoMoApp to download.",success
Messages with MobileMoney 2026-03-21 195936 (messages from 08-08-2025 to 21-03-2026).csv,msg_2026-03-21_195936,2025-10-26,18:42:51,2025-10-26 18:42:51,received,MobileMoney,MobileMoney,SMS,payment,50.0,XAF,"A transaction of 50 XAF by MTNC BUNDLES_FORFAITS   (MTN_Bundles) on your mobile money account successfully completed at 2025-10-26 18:38:27. The amount was subject to a discount of 0 and coupons worth 0. Message from debit receiver: . Your new balance:959 XAF. Fee was 0 XAF, loyalty fee was 0 and loyalty reward was 0. Financial Transaction Id: 14473040627. External Transaction Id: 7004255039452032565. School scholarships for a stress-free back-to-school with MoMo ! Make payments of minimum 5,237 F and stand a chance to win up to 100,000 F each week. More info at 8787 or on WhatsApp: 650 528 787.",success
Messages with MobileMoney 2026-03-21 195936 (messages from 08-08-2025 to 21-03-2026).csv,msg_2026-03-21_195936,2025-10-26,18:44:54,2025-10-26 18:44:54,received,MobileMoney,MobileMoney,SMS,payment,800.0,XAF,"A transaction of 800 XAF by INTOUCH  (237653582779) on your mobile money account successfully completed at 2025-10-26 18:43:41. The amount was subject to a discount of 0 and coupons worth 0. Message from debit receiver: Un paiement de 800 XAF a ete effectue via BETPAWA sur le numero 683063436. Your new balance:147 XAF. Fee was 12 XAF, loyalty fee was 0 and loyalty reward was 0. Financial Transaction Id: 14473138932. External Transaction Id: 1761500613861. School scholarships for a stress-free back-to-school with MoMo ! Make payments of minimum 5,237 F and stand a chance to win up to 100,000 F each week. More info at 8787 or on WhatsApp: 650 528 787.",success
Messages with MobileMoney 2026-03-21 195936 (messages from 08-08-2025 to 21-03-2026).csv,msg_2026-03-21_195936,2025-10-26,19:18:32,2025-10-26 19:18:32,received,MobileMoney,MobileMoney,SMS,payment,125.0,XAF,"Your payment of 125 XAF to MTNC BUNDLES_FORFAITS has been completed at 2025-10-26 19:18:13. Your new balance: 22 XAF. Fee was 0 XAF. Message: -. Transaction Id: 14473759126. School scholarships for a stress-free back-to-school with MoMo ! Make payments of minimum 5,237 F and stand a chance to win up to 50,500 F each week. More info at 8787 or on WhatsApp: 650528787.",success
Messages with MobileMoney 2026-03-21 195936 (messages from 08-08-2025 to 21-03-2026).csv,msg_2026-03-21_195936,2025-10-30,13:44:06,2025-10-30 13:44:06,received,MobileMoney,MobileMoney,SMS,receive,9000.0,XAF,"You have received 9000 XAF of SONOTICOM CALLBOX 4 (237670385793 CLOVIS KAMDA TCHANGA) on your Mobile Money 2025-10-30 13:08:55 account. Message from the sender: . Your new balance is 9022 XAF. Fee Paid: 0 XAF. Transaction ID: 14514743481. Save Big with 1 per cent on cash out fees + Zero fees on transfers. Plus, a chance to win 250F. Go To https://bit.ly/NewMoMoApp to download.",success
Messages with MobileMoney 2026-03-21 195936 (messages from 08-08-2025 to 21-03-2026).csv,msg_2026-03-21_195936,2025-10-30,13:44:50,2025-10-30 13:44:50,received,MobileMoney,MobileMoney,SMS,payment,8600.0,XAF,"A transaction of 8600 XAF by CAMCCUL CREDIT  (CamCCUL-PERSONAL) on your mobile money account successfully completed at 2025-10-30 13:44:30. The amount was subject to a discount of 0 and coupons worth 0. Message from debit receiver: . Your new balance:422 XAF. Fee was 0 XAF, loyalty fee was 0 and loyalty reward was 0. Financial Transaction Id: 14515122735. External Transaction Id: 202510301344260700RM83063436. School scholarships for a stress-free back-to-school with MoMo ! Make payments of minimum 5,237 F and stand a chance to win up to 100,000 F each week. More info at 8787 or on WhatsApp: 650 528 787.",success
Messages with MobileMoney 2026-03-21 195936 (messages from 08-08-2025 to 21-03-2026).csv,msg_2026-03-21_195936,2025-10-30,14:48:38,2025-10-30 14:48:38,received,MobileMoney,MobileMoney,SMS,receive,2000.0,XAF,You have received 2000 XAF from BRANLEY NGUMBI NDIFON (237677682927) on your mobile money account at 2025-10-30 13:58:45. Message from sender: . Your new balance:2297 XAF. Financial Transaction Id: 14515279849.,success
Messages with MobileMoney 2026-03-21 195936 (messages from 08-08-2025 to 21-03-2026).csv,msg_2026-03-21_195936,2025-10-30,14:50:53,2025-10-30 14:50:53,received,MobileMoney,MobileMoney,SMS,payment,125.0,XAF,"Your payment of 125 XAF to MTNC BUNDLES_FORFAITS has been completed at 2025-10-30 13:47:56. Your new balance: 297 XAF. Fee was 0 XAF. Message: -. Transaction Id: 14515159910. School scholarships for a stress-free back-to-school with MoMo ! Make payments of minimum 5,237 F and stand a chance to win up to 50,500 F each week. More info at 8787 or on WhatsApp: 650528787.",success
Messages with MobileMoney 2026-03-21 195936 (messages from 08-08-2025 to 21-03-2026).csv,msg_2026-03-21_195936,2025-10-30,15:36:20,2025-10-30 15:36:20,received,MobileMoney,MobileMoney,SMS,payment,500.0,XAF,"A transaction of 500 XAF by MTNC BUNDLES_FORFAITS   (MTN_Bundles) on your mobile money account successfully completed at 2025-10-30 15:36:11. The amount was subject to a discount of 0 and coupons worth 0. Message from debit receiver: . Your new balance:1672 XAF. Fee was 0 XAF, loyalty fee was 0 and loyalty reward was 0. Financial Transaction Id: 14516402123. External Transaction Id: 182917365208197951. School scholarships for a stress-free back-to-school with MoMo ! Make payments of minimum 5,237 F and stand a chance to win up to 100,000 F each week. More info at 8787 or on WhatsApp: 650 528 787.",success
Messages with MobileMoney 2026-03-21 195936 (messages from 08-08-2025 to 21-03-2026).csv,msg_2026-03-21_195936,2025-10-31,07:53:07,2025-10-31 07:53:07,received,MobileMoney,MobileMoney,SMS,payment,125.0,XAF,"Your payment of 125 XAF to MTNC BUNDLES_FORFAITS has been completed at 2025-10-31 07:52:59. Your new balance: 1422 XAF. Fee was 0 XAF. Message: -. Transaction Id: 14523373078. School scholarships for a stress-free back-to-school with MoMo ! Make payments of minimum 5,237 F and stand a chance to win up to 50,500 F each week. More info at 8787 or on WhatsApp: 650528787.",success
Messages with MobileMoney 2026-03-21 195936 (messages from 08-08-2025 to 21-03-2026).csv,msg_2026-03-21_195936,2025-10-31,10:09:15,2025-10-31 10:09:15,received,MobileMoney,MobileMoney,SMS,payment,50.0,XAF,"A transaction of 50 XAF by MTNC BUNDLES_FORFAITS   (MTN_Bundles) on your mobile money account successfully completed at 2025-10-31 10:09:01. The amount was subject to a discount of 0 and coupons worth 0. Message from debit receiver: . Your new balance:1372 XAF. Fee was 0 XAF, loyalty fee was 0 and loyalty reward was 0. Financial Transaction Id: 14524882970. External Transaction Id: 8859556897045638433. School scholarships for a stress-free back-to-school with MoMo ! Make payments of minimum 5,237 F and stand a chance to win up to 100,000 F each week. More info at 8787 or on WhatsApp: 650 528 787.",success
Messages with MobileMoney 2026-03-21 195936 (messages from 08-08-2025 to 21-03-2026).csv,msg_2026-03-21_195936,2025-10-31,10:49:42,2025-10-31 10:49:42,received,MobileMoney,MobileMoney,SMS,payment,125.0,XAF,"Your payment of 125 XAF to MTNC BUNDLES_FORFAITS has been completed at 2025-10-31 10:49:25. Your new balance: 1247 XAF. Fee was 0 XAF. Message: -. Transaction Id: 14525350533. School scholarships for a stress-free back-to-school with MoMo ! Make payments of minimum 5,237 F and stand a chance to win up to 50,500 F each week. More info at 8787 or on WhatsApp: 650528787.",success
Messages with MobileMoney 2026-03-21 195936 (messages from 08-08-2025 to 21-03-2026).csv,msg_2026-03-21_195936,2025-10-31,12:52:18,2025-10-31 12:52:18,received,MobileMoney,MobileMoney,SMS,transfer,200.0,XAF,"You have transferred 200 XAF to KENLY NDE FRU (237674911750) from your mobile money account 75053849 at 2025-10-31 12:52:15 FEES 54 FCFA. Your new balance: 993 XAF. Message from sender: business . Message to receiver: business . Financial Transaction Id: 14526701550. Save Big with 1 per cent on cash out fees + Zero fees on transfers. Plus, a chance to win 250F. Go To https://bit.ly/NewMoMoApp to download.",success
Messages with MobileMoney 2026-03-21 195936 (messages from 08-08-2025 to 21-03-2026).csv,msg_2026-03-21_195936,2025-10-31,17:37:32,2025-10-31 17:37:32,received,MobileMoney,MobileMoney,SMS,payment,499.0,XAF,"A transaction of 499 XAF by MTNC BUNDLES_FORFAITS   (MTN_Bundles) on your mobile money account successfully completed at 2025-10-31 17:37:29. The amount was subject to a discount of 0 and coupons worth 0. Message from debit receiver: . Your new balance:369 XAF. Fee was 0 XAF, loyalty fee was 0 and loyalty reward was 0. Financial Transaction Id: 14530518008. External Transaction Id: 261051331559148756. School scholarships for a stress-free back-to-school with MoMo ! Make payments of minimum 5,237 F and stand a chance to win up to 100,000 F each week. More info at 8787 or on WhatsApp: 650 528 787.",success
Messages with MobileMoney 2026-03-21 195936 (messages from 08-08-2025 to 21-03-2026).csv,msg_2026-03-21_195936,2025-11-01,11:37:37,2025-11-01 11:37:37,received,MobileMoney,MobileMoney,SMS,receive,3000.0,XAF,"You have received 3000 XAF of SONOTICOM CALLBOX 4 (237670385793 CLOVIS KAMDA TCHANGA) on your Mobile Money 2025-11-01 11:32:30 account. Message from the sender: . Your new balance is 3369 XAF. Fee Paid: 0 XAF. Transaction ID: 14538909201. Save Big with 1 per cent on cash out fees + Zero fees on transfers. Plus, a chance to win 250F. Go To https://bit.ly/NewMoMoApp to download.",success
Messages with MobileMoney 2026-03-21 195936 (messages from 08-08-2025 to 21-03-2026).csv,msg_2026-03-21_195936,2025-11-01,11:37:53,2025-11-01 11:37:53,received,MobileMoney,MobileMoney,SMS,payment,125.0,XAF,"Your payment of 125 XAF to MTNC BUNDLES_FORFAITS has been completed at 2025-11-01 11:36:50. Your new balance: 3244 XAF. Fee was 0 XAF. Message: -. Transaction Id: 14538966233. School scholarships for a stress-free back-to-school with MoMo ! Make payments of minimum 5,237 F and stand a chance to win up to 50,500 F each week. More info at 8787 or on WhatsApp: 650528787.",success
Messages with MobileMoney 2026-03-21 195936 (messages from 08-08-2025 to 21-03-2026).csv,msg_2026-03-21_195936,2025-11-01,11:40:25,2025-11-01 11:40:25,received,MobileMoney,MobileMoney,SMS,receive,5000.0,XAF,You have received 5000 XAF from ORIS MOMOKASH (ORISS-PERSONAL) on your mobile money account at 2025-11-01 11:40:25. Message from sender: . Your new balance:8244 XAF. Financial Transaction Id: 14539014303.,success
Messages with MobileMoney 2026-03-21 195936 (messages from 08-08-2025 to 21-03-2026).csv,msg_2026-03-21_195936,2025-11-01,11:53:53,2025-11-01 11:53:53,received,MobileMoney,MobileMoney,SMS,payment,3000.0,XAF,"A transaction of 3000 XAF by SWICTHN Online Payment  (237682736308) on your mobile money account successfully completed at 2025-11-01 11:53:43. The amount was subject to a discount of 0 and coupons worth 0. Message from debit receiver: Top up. Your new balance:5244 XAF. Fee was 0 XAF, loyalty fee was 0 and loyalty reward was 0. Financial Transaction Id: 14539186410. External Transaction Id: pr_7575869. School scholarships for a stress-free back-to-school with MoMo ! Make payments of minimum 5,237 F and stand a chance to win up to 100,000 F each week. More info at 8787 or on WhatsApp: 650 528 787.",success
Messages with MobileMoney 2026-03-21 195936 (messages from 08-08-2025 to 21-03-2026).csv,msg_2026-03-21_195936,2025-11-01,11:55:09,2025-11-01 11:55:09,received,MobileMoney,MobileMoney,SMS,payment,500.0,XAF,"A transaction of 500 XAF by INTOUCH  (237653582779) on your mobile money account successfully completed at 2025-11-01 11:55:04. The amount was subject to a discount of 0 and coupons worth 0. Message from debit receiver: Un paiement de 500 XAF a ete effectue via BETPAWA sur le numero 683063436. Your new balance:4735 XAF. Fee was 9 XAF, loyalty fee was 0 and loyalty reward was 0. Financial Transaction Id: 14539205575. External Transaction Id: 1761994460960. School scholarships for a stress-free back-to-school with MoMo ! Make payments of minimum 5,237 F and stand a chance to win up to 100,000 F each week. More info at 8787 or on WhatsApp: 650 528 787.",success
Messages with MobileMoney 2026-03-21 195936 (messages from 08-08-2025 to 21-03-2026).csv,msg_2026-03-21_195936,2025-11-01,16:43:17,2025-11-01 16:43:17,received,MobileMoney,MobileMoney,SMS,payment,125.0,XAF,"Your payment of 125 XAF to MTNC BUNDLES_FORFAITS has been completed at 2025-11-01 16:40:19. Your new balance: 4485 XAF. Fee was 0 XAF. Message: -. Transaction Id: 14543035187. School scholarships for a stress-free back-to-school with MoMo ! Make payments of minimum 5,237 F and stand a chance to win up to 50,500 F each week. More info at 8787 or on WhatsApp: 650528787.",success
Messages with MobileMoney 2026-03-21 195936 (messages from 08-08-2025 to 21-03-2026).csv,msg_2026-03-21_195936,2025-11-01,16:45:28,2025-11-01 16:45:28,received,MobileMoney,MobileMoney,SMS,payment,500.0,XAF,"A transaction of 500 XAF by INTOUCH  (237653582779) on your mobile money account successfully completed at 2025-11-01 16:41:20. The amount was subject to a discount of 0 and coupons worth 0. Message from debit receiver: Un paiement de 500 XAF a ete effectue via BETPAWA sur le numero 683063436. Your new balance:3976 XAF. Fee was 9 XAF, loyalty fee was 0 and loyalty reward was 0. Financial Transaction Id: 14543048475. External Transaction Id: 1762011673222. School scholarships for a stress-free back-to-school with MoMo ! Make payments of minimum 5,237 F and stand a chance to win up to 100,000 F each week. More info at 8787 or on WhatsApp: 650 528 787.",success
Messages with MobileMoney 2026-03-21 195936 (messages from 08-08-2025 to 21-03-2026).csv,msg_2026-03-21_195936,2025-11-02,13:33:11,2025-11-02 13:33:11,received,MobileMoney,MobileMoney,SMS,transfer,3100.0,XAF,"You have transferred 3100 XAF to ERIC FON MBAH (237651690905) from your mobile money account 75053849 at 2025-11-02 13:33:09 FEES 60 FCFA. Your new balance: 491 XAF. Message from sender: business . Message to receiver: business . Financial Transaction Id: 14554195673. Save Big with 1 per cent on cash out fees + Zero fees on transfers. Plus, a chance to win 250F. Go To https://bit.ly/NewMoMoApp to download.",success
Messages with MobileMoney 2026-03-21 195936 (messages from 08-08-2025 to 21-03-2026).csv,msg_2026-03-21_195936,2025-11-02,13:45:06,2025-11-02 13:45:06,received,MobileMoney,MobileMoney,SMS,transfer,200.0,XAF,"You have transferred 200 XAF to BUYAH RYLINDISE QUEEN (237680399499) from your mobile money account 75053849 at 2025-11-02 13:45:04 FEES 54 FCFA. Your new balance: 237 XAF. Message from sender: business . Message to receiver: business . Financial Transaction Id: 14554388207. Save Big with 1 per cent on cash out fees + Zero fees on transfers. Plus, a chance to win 250F. Go To https://bit.ly/NewMoMoApp to download.",success
Messages with MobileMoney 2026-03-21 195936 (messages from 08-08-2025 to 21-03-2026).csv,msg_2026-03-21_195936,2025-11-02,13:47:04,2025-11-02 13:47:04,received,MobileMoney,MobileMoney,SMS,receive,200.0,XAF,You have received 200 XAF from AGHANWI ANYE TSI (237683063436) on your mobile money account at 2025-11-02 13:45:04. Message from sender: business . Your new balance:302 XAF. Financial Transaction Id: 14554388207.,success
Messages with MobileMoney 2026-03-21 195936 (messages from 08-08-2025 to 21-03-2026).csv,msg_2026-03-21_195936,2025-11-02,21:03:03,2025-11-02 21:03:03,received,MobileMoney,MobileMoney,SMS,payment,125.0,XAF,"Your payment of 125 XAF to MTNC BUNDLES_FORFAITS has been completed at 2025-11-02 21:02:46. Your new balance: 177 XAF. Fee was 0 XAF. Message: -. Transaction Id: 14561876567. School scholarships for a stress-free back-to-school with MoMo ! Make payments of minimum 5,237 F and stand a chance to win up to 50,500 F each week. More info at 8787 or on WhatsApp: 650528787.",success
Messages with MobileMoney 2026-03-21 195936 (messages from 08-08-2025 to 21-03-2026).csv,msg_2026-03-21_195936,2025-11-02,21:09:15,2025-11-02 21:09:15,received,MobileMoney,MobileMoney,SMS,payment,50.0,XAF,"A transaction of 50 XAF by MTNC BUNDLES_FORFAITS   (MTN_Bundles) on your mobile money account successfully completed at 2025-11-02 21:06:57. The amount was subject to a discount of 0 and coupons worth 0. Message from debit receiver: . Your new balance:187 XAF. Fee was 0 XAF, loyalty fee was 0 and loyalty reward was 0. Financial Transaction Id: 14561918778. External Transaction Id: 8972308594121085401. School scholarships for a stress-free back-to-school with MoMo ! Make payments of minimum 5,237 F and stand a chance to win up to 100,000 F each week. More info at 8787 or on WhatsApp: 650 528 787.",success
Messages with MobileMoney 2026-03-21 195936 (messages from 08-08-2025 to 21-03-2026).csv,msg_2026-03-21_195936,2025-11-03,01:48:26,2025-11-03 01:48:26,received,MobileMoney,MobileMoney,SMS,receive,3000.0,XAF,You have received 3000 XAF from HERMAN JINIOR AWA (237683508051) on your mobile money account at 2025-11-03 00:14:46. Message from sender: 20001. Your new balance:3187 XAF. Financial Transaction Id: 14562895608.,success
Messages with MobileMoney 2026-03-21 195936 (messages from 08-08-2025 to 21-03-2026).csv,msg_2026-03-21_195936,2025-11-03,08:06:57,2025-11-03 08:06:57,received,MobileMoney,MobileMoney,SMS,payment,125.0,XAF,"Your payment of 125 XAF to MTNC BUNDLES_FORFAITS has been completed at 2025-11-03 08:06:40. Your new balance: 52 XAF. Fee was 0 XAF. Message: -. Transaction Id: 14564289894. School scholarships for a stress-free back-to-school with MoMo ! Make payments of minimum 5,237 F and stand a chance to win up to 50,500 F each week. More info at 8787 or on WhatsApp: 650528787.",success
Messages with MobileMoney 2026-03-21 195936 (messages from 08-08-2025 to 21-03-2026).csv,msg_2026-03-21_195936,2025-11-05,16:47:06,2025-11-05 16:47:06,received,MobileMoney,MobileMoney,SMS,payment,50.0,XAF,"A transaction of 50 XAF by MTNC BUNDLES_FORFAITS   (MTN_Bundles) on your mobile money account successfully completed at 2025-11-05 16:46:56. The amount was subject to a discount of 0 and coupons worth 0. Message from debit receiver: . Your new balance:583 XAF. Fee was 0 XAF, loyalty fee was 0 and loyalty reward was 0. Financial Transaction Id: 14593394578. External Transaction Id: 2245476564477321281. School scholarships for a stress-free back-to-school with MoMo ! Make payments of minimum 5,237 F and stand a chance to win up to 100,000 F each week. More info at 8787 or on WhatsApp: 650 528 787.",success
Messages with MobileMoney 2026-03-21 195936 (messages from 08-08-2025 to 21-03-2026).csv,msg_2026-03-21_195936,2025-11-05,18:05:31,2025-11-05 18:05:31,received,MobileMoney,MobileMoney,SMS,payment,50.0,XAF,"A transaction of 50 XAF by MTNC BUNDLES_FORFAITS   (MTN_Bundles) on your mobile money account successfully completed at 2025-11-05 18:05:16. The amount was subject to a discount of 0 and coupons worth 0. Message from debit receiver: . Your new balance:533 XAF. Fee was 0 XAF, loyalty fee was 0 and loyalty reward was 0. Financial Transaction Id: 14594467765. External Transaction Id: 5091946435981606007. School scholarships for a stress-free back-to-school with MoMo ! Make payments of minimum 5,237 F and stand a chance to win up to 100,000 F each week. More info at 8787 or on WhatsApp: 650 528 787.",success
Messages with MobileMoney 2026-03-21 195936 (messages from 08-08-2025 to 21-03-2026).csv,msg_2026-03-21_195936,2025-11-05,18:08:50,2025-11-05 18:08:50,received,MobileMoney,MobileMoney,SMS,payment,500.0,XAF,"A transaction of 500 XAF by INTOUCH  (237653582779) on your mobile money account successfully completed at 2025-11-05 18:08:38. The amount was subject to a discount of 0 and coupons worth 0. Message from debit receiver: Un paiement de 500 XAF a ete effectue via BETPAWA sur le numero 683063436. Your new balance:24 XAF. Fee was 9 XAF, loyalty fee was 0 and loyalty reward was 0. Financial Transaction Id: 14594527625. External Transaction Id: 1762362510906. School scholarships for a stress-free back-to-school with MoMo ! Make payments of minimum 5,237 F and stand a chance to win up to 100,000 F each week. More info at 8787 or on WhatsApp: 650 528 787.",success
Messages with MobileMoney 2026-03-21 195936 (messages from 08-08-2025 to 21-03-2026).csv,msg_2026-03-21_195936,2025-11-11,06:52:30,2025-11-11 06:52:30,received,MobileMoney,MobileMoney,SMS,payment,125.0,XAF,"Your payment of 125 XAF to MTNC BUNDLES_FORFAITS has been completed at 2025-11-11 06:49:49. Your new balance: 39953 XAF. Fee was 0 XAF. Message: -. Transaction Id: 14661881712. School scholarships for a stress-free back-to-school with MoMo ! Make payments of minimum 5,237 F and stand a chance to win up to 50,500 F each week. More info at 8787 or on WhatsApp: 650528787.",success
Messages with MobileMoney 2026-03-21 195936 (messages from 08-08-2025 to 21-03-2026).csv,msg_2026-03-21_195936,2025-11-11,06:54:59,2025-11-11 06:54:59,received,MobileMoney,MobileMoney,SMS,receive,550.0,XAF,You have received 550 XAF from GASPARD AGHA NGYA (237673565924) on your mobile money account at 2025-11-11 06:47:55. Message from sender: 2. Your new balance:40078 XAF. Financial Transaction Id: 14661868456.,success
Messages with MobileMoney 2026-03-21 195936 (messages from 08-08-2025 to 21-03-2026).csv,msg_2026-03-21_195936,2025-11-11,06:55:00,2025-11-11 06:55:00,received,MobileMoney,MobileMoney,SMS,airtime,40078.0,XAF,Current balance: 40078 FCFA ; Available balance: 40078 FCFA ; Airtime  balance: 1 FCFA ; MTN MoMo Gift Balance: 0.,success
Messages with MobileMoney 2026-03-21 195936 (messages from 08-08-2025 to 21-03-2026).csv,msg_2026-03-21_195936,2025-11-11,06:55:50,2025-11-11 06:55:50,received,MobileMoney,MobileMoney,SMS,withdraw,39000.0,XAF,"You AGHANWI ANYE TSI (237683063436) have via agent: SONOTICOM CALLBOX 4 (237670385793), withdrawn 39000 XAF from your mobile money account: 75053849 at 2025-11-11 06:52:20 and you can now collect your money in cash. Your new balance: 364 XAF. Fee paid: 589 XAF. Message from agent: BUNDLE_OUT:NULL. Financial Transaction Id: 14661898804. Save Big with 1 per cent on cash out fees + Zero fees on transfers. Plus, a chance to win 250F. Go To https://bit.ly/NewMoMoApp to download.",success
Messages with MobileMoney 2026-03-21 195936 (messages from 08-08-2025 to 21-03-2026).csv,msg_2026-03-21_195936,2025-11-11,14:07:15,2025-11-11 14:07:15,received,MobileMoney,MobileMoney,SMS,receive,62744.0,XAF,You have received 62744 XAF from Peers Exchange Cameroon Agency_ International Remittance (237650381235) on your mobile money account at 2025-11-11 14:07:14. Message from sender: ARE. Your new balance:62983 XAF. Financial Transaction Id: 14666483875.,success
Messages with MobileMoney 2026-03-21 195936 (messages from 08-08-2025 to 21-03-2026).csv,msg_2026-03-21_195936,2025-11-11,15:29:45,2025-11-11 15:29:45,received,MobileMoney,MobileMoney,SMS,withdraw,57500.0,XAF,"You AGHANWI ANYE TSI (237683063436) have via agent: NTARINKON COOPERATIVE CREDIT UNION BAMENDA (237676210217), withdrawn 57500 XAF from your mobile money account: 75053849 at 2025-11-11 15:29:35 and you can now collect your money in cash. Your new balance: 4617 XAF. Fee paid: 866 XAF. Message from agent: BUNDLE_OUT:NULL. Financial Transaction Id: 14667360320. Save Big with 1 per cent on cash out fees + Zero fees on transfers. Plus, a chance to win 250F. Go To https://bit.ly/NewMoMoApp to download.",success
Messages with MobileMoney 2026-03-21 195936 (messages from 08-08-2025 to 21-03-2026).csv,msg_2026-03-21_195936,2025-11-11,17:53:23,2025-11-11 17:53:23,received,MobileMoney,MobileMoney,SMS,payment,125.0,XAF,"Your payment of 125 XAF to MTNC BUNDLES_FORFAITS has been completed at 2025-11-11 17:52:55. Your new balance: 4492 XAF. Fee was 0 XAF. Message: -. Transaction Id: 14669391961. School scholarships for a stress-free back-to-school with MoMo ! Make payments of minimum 5,237 F and stand a chance to win up to 50,500 F each week. More info at 8787 or on WhatsApp: 650528787.",success
Messages with MobileMoney 2026-03-21 195936 (messages from 08-08-2025 to 21-03-2026).csv,msg_2026-03-21_195936,2025-11-15,06:27:50,2025-11-15 06:27:50,received,MobileMoney,MobileMoney,SMS,payment,125.0,XAF,"Your payment of 125 XAF to MTNC BUNDLES_FORFAITS has been completed at 2025-11-15 06:27:30. Your new balance: 4167 XAF. Fee was 0 XAF. Message: -. Transaction Id: 14708754688. School scholarships for a stress-free back-to-school with MoMo ! Make payments of minimum 5,237 F and stand a chance to win up to 50,500 F each week. More info at 8787 or on WhatsApp: 650528787.",success
Messages with MobileMoney 2026-03-21 195936 (messages from 08-08-2025 to 21-03-2026).csv,msg_2026-03-21_195936,2025-11-15,07:43:43,2025-11-15 07:43:43,received,MobileMoney,MobileMoney,SMS,withdraw,4000.0,XAF,"You AGHANWI ANYE TSI (237683063436) have via agent: SONOTICOM CALLBOX 4 (237670385793), withdrawn 4000 XAF from your mobile money account: 75053849 at 2025-11-15 07:43:32 and you can now collect your money in cash. Your new balance: 103 XAF. Fee paid: 64 XAF. Message from agent: BUNDLE_OUT:NULL. Financial Transaction Id: 14709352258. Save Big with 1 per cent on cash out fees + Zero fees on transfers. Plus, a chance to win 250F. Go To https://bit.ly/NewMoMoApp to download.",success
Messages with MobileMoney 2026-03-21 195936 (messages from 08-08-2025 to 21-03-2026).csv,msg_2026-03-21_195936,2025-11-15,08:26:25,2025-11-15 08:26:25,received,MobileMoney,MobileMoney,SMS,payment,50.0,XAF,"A transaction of 50 XAF by MTNC BUNDLES_FORFAITS   (MTN_Bundles) on your mobile money account successfully completed at 2025-11-15 08:26:11. The amount was subject to a discount of 0 and coupons worth 0. Message from debit receiver: . Your new balance:53 XAF. Fee was 0 XAF, loyalty fee was 0 and loyalty reward was 0. Financial Transaction Id: 14709793643. External Transaction Id: 9104641705712671864. School scholarships for a stress-free back-to-school with MoMo ! Make payments of minimum 5,237 F and stand a chance to win up to 100,000 F each week. More info at 8787 or on WhatsApp: 650 528 787.",success
Messages with MobileMoney 2026-03-21 195936 (messages from 08-08-2025 to 21-03-2026).csv,msg_2026-03-21_195936,2025-11-17,20:54:56,2025-11-17 20:54:56,received,MobileMoney,MobileMoney,SMS,payment,125.0,XAF,"Your payment of 125 XAF to MTNC BUNDLES_FORFAITS has been completed at 2025-11-17 20:50:36. Your new balance: 24928 XAF. Fee was 0 XAF. Message: -. Transaction Id: 14743163340. School scholarships for a stress-free back-to-school with MoMo ! Make payments of minimum 5,237 F and stand a chance to win up to 50,500 F each week. More info at 8787 or on WhatsApp: 650528787.",success
Messages with MobileMoney 2026-03-21 195936 (messages from 08-08-2025 to 21-03-2026).csv,msg_2026-03-21_195936,2025-11-18,13:19:34,2025-11-18 13:19:34,received,MobileMoney,MobileMoney,SMS,receive,500.0,XAF,"You have received 500 XAF of SONOTICOM TERENCE AWANDE DSM (237678984926 CLOVIS KAMDA TCHANGA) on your Mobile Money 2025-11-18 13:13:13 account. Message from the sender: . Your new balance is 500 XAF. Fee Paid: 0 XAF. Transaction ID: 14749386760. Save Big with 1 per cent on cash out fees + Zero fees on transfers. Plus, a chance to win 250F. Go To https://bit.ly/NewMoMoApp to download.",success
